index,risks
3683,"['Financial risk', 'Fall risk', 'Safety risk', 'Cost escalation risk', 'Flood risk', 'Environmental risk']"
3684,"['Landslide risk', 'Geotechnical risk', 'Debris flow risk']"
3686,"['environmental and social risks', 'Financial risk', 'human safety risks', 'Human safety risk', 'Social risk', 'Environmental risk']"
3689,"['Flood risks', 'Fire risks', 'Vehicle design risks', 'Seismic risk']"
3690,"['Mental load risks', 'Perceived risk', 'Increasing flood risks', 'Safety risks', 'Governance risks', 'Time pressure risks']"
3693,"['Soil quality criteria risk', 'Schedule risk', 'Leakage risk']"
3694,"['Nonstructural component risk', 'Seismic risk', 'Structural risk', 'Life safety risk']"
3695,"['Hazardous materials risks', 'Population risks', 'Network risks', 'Superimposed risks', 'Transportation risks', 'Chemical reaction risks', 'Interactions between different types of hazmat risks', 'Inventory risks', 'Road closure policy risks']"
3696,"['Inadequate communication of contaminated land risk', 'Reputation risk', 'Operational risk', 'Increased public concern about human health risk', 'Regulatory risk', 'Health risk', 'Environmental risk']"
3698,['Price risk']
3700,"['insolvency risks', 'Concessionaire risks', 'Currency risks', 'Construction industry risks', 'Fluctuation of inflation rate risks', 'Occupational safety and health risks', 'Financial risks', 'Design changes risks']"
3702,"['Limited control over construction risks', 'specific risk', 'Operational risk']"
3703,"['Reputation risk', 'Financial risk', 'Environmental risk', 'Operational risk']"
3705,"['Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
3706,"['Uncertainty risk', 'Variability risk', 'Unknown impact of bioremediation on risk', 'Health risk', 'Environmental risk']"
3707,"['Water demand risk', 'related risk', 'Irrigation water risk', 'Agricultural risk', 'Environmental risk']"
3711,['risk']
3714,"['value risk', 'Water absorption coefficient risk', 'Brick type and masonry structure risk', 'driven rain load risks', 'Brick type and masonry structure risks', 'Moisture damage risks', 'value risks', 'driven rain load risk']"
3717,"['Inadequate identification and assessment of risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
3718,['Unknown or unspecified risks']
3719,"['Technical risk', 'Health and safety risk', 'Inadequate assessment of system risk', 'Organizational risk', 'Operational risk', 'Environmental risk']"
3720,"['Fire risk', 'fire risk']"
3721,"['Coastal hazard risk', 'Flood risk', 'Wind exceedance risk']"
3722,['Inadequate understanding and prediction of seismic risks']
3724,"['Risk assessment model risk', 'Uncertainty risk', 'Data collection and analysis risk', 'Operational risk', 'Implementation risk', 'Expert opinion risk', 'Damage to bridges due to various risks']"
3726,"['Entrepreneurial risk', 'Political risk']"
3741,"['Lack of understanding of contract change risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Compliance risk']"
3742,['collapse risk']
3744,['Safety risk']
3746,"['Seismic risk', 'Geological risk', 'Structural risk', 'Natural disaster risk', 'High level of risk', 'Environmental risk']"
3747,"['Risk of failure to manage risk', 'Operational risk']"
3748,"['Financial risk', 'Time risk', 'Construction risk']"
3749,"['Supply chain operational risks', 'Financial market risks']"
3751,['Dam failure risk']
3752,['Increasing flood risk']
3753,"['Growing population risk', 'Governance risk', 'Sea level rise risk', 'Climate change risk', 'Extreme weather events risk', 'Economic risk', 'Environmental risk', 'Land use change risk', 'Social risk', 'Flood risk']"
3754,"['cycle risk', 'Geological risk', 'Uncertainty risk', 'Geotechnical risk']"
3755,"['Economic risk', 'Geological risk', 'Social risk', 'Environmental risk']"
3759,"['Security of cut slope risks', 'Landform and physiognomy risks', 'Slope engineering risks', 'Uncertainty factors risks', 'Complex geological environment risks']"
3762,"['Duration risk', 'Safety risks', 'Unknown risks', 'Health risks']"
3763,"['Inconsistency risk', 'Inaccuracy risk', 'Data quality risk']"
3764,"['Safety risk', 'Unquantifiable risk', 'Construction risk', 'Control risk', 'Subjective risk']"
3765,"['Infrastructure risk', 'Community risk', 'Human activity risk', 'Geological risk', 'Natural disaster risk', 'Environmental risk']"
3766,"['Geological risk', 'Seismic risk']"
3768,"['Technical risk', 'Economic risk', 'Reputation risk', 'Regulatory risk', 'Social risk', 'Environmental risk']"
3769,"['Carcinogenic risk', 'Health risk', 'Accident risk', 'Environmental risk']"
3772,"['Financial risk', 'Safety risk', 'Operational risk', 'Reputation risk', 'Regulatory risk', 'Underestimated safety risk']"
3773,"['Health risks', 'Workplace safety risks']"
3775,"['Earthquake risk', 'Foundation risk', 'Environmental risk', 'Structural risk']"
3777,"['Reputation risk', 'Financial risk', 'Safety risk', 'Operational risk']"
3781,"['Risk marginal benefit risk', 'Uncertainty risk', 'Extreme risk loss risk', 'Flood control risk']"
3783,"['Operational risk', 'Reputation risk', 'Flood risk', 'Regulatory risk', 'Environmental risk']"
3784,['Health risk']
3786,['Safety risks']
3788,"['related risks', 'Seismic risks']"
3790,"['Economic risk', 'Health risk', 'Social risk', 'Environmental risk']"
3792,"['Flood disaster risk', 'flood disaster risk']"
3793,['Security risks']
3794,"['engineering risk', 'structural components risk', 'Seismic hazard risk', 'Earthquake risk', 'geological risk']"
3796,"['Financial risk', 'Fall risk', 'Safety risk', 'Cost escalation risk', 'Flood risk', 'Environmental risk']"
3797,"['Landslide risk', 'Geotechnical risk', 'Debris flow risk']"
3799,"['environmental and social risks', 'Financial risk', 'human safety risks', 'Human safety risk', 'Social risk', 'Environmental risk']"
3802,"['Flood risks', 'Fire risks', 'Vehicle design risks', 'Seismic risk']"
3803,"['Mental load risks', 'Perceived risk', 'Increasing flood risks', 'Safety risks', 'Governance risks', 'Time pressure risks']"
3806,"['Soil quality criteria risk', 'Schedule risk', 'Leakage risk']"
3807,"['Nonstructural component risk', 'Seismic risk', 'Structural risk', 'Life safety risk']"
3808,"['Hazardous materials risks', 'Population risks', 'Network risks', 'Superimposed risks', 'Transportation risks', 'Chemical reaction risks', 'Interactions between different types of hazmat risks', 'Inventory risks', 'Road closure policy risks']"
3809,"['Inadequate communication of contaminated land risk', 'Reputation risk', 'Operational risk', 'Increased public concern about human health risk', 'Regulatory risk', 'Health risk', 'Environmental risk']"
3811,['Price risk']
3813,"['insolvency risks', 'Concessionaire risks', 'Currency risks', 'Construction industry risks', 'Fluctuation of inflation rate risks', 'Occupational safety and health risks', 'Financial risks', 'Design changes risks']"
3815,"['Limited control over construction risks', 'specific risk', 'Operational risk']"
3816,"['Reputation risk', 'Financial risk', 'Environmental risk', 'Operational risk']"
3818,"['Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
3819,"['Uncertainty risk', 'Variability risk', 'Unknown impact of bioremediation on risk', 'Health risk', 'Environmental risk']"
3820,"['Water demand risk', 'related risk', 'Irrigation water risk', 'Agricultural risk', 'Environmental risk']"
3824,['risk']
3827,"['value risk', 'Water absorption coefficient risk', 'Brick type and masonry structure risk', 'driven rain load risks', 'Brick type and masonry structure risks', 'Moisture damage risks', 'value risks', 'driven rain load risk']"
3830,"['Inadequate identification and assessment of risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
3831,['Unknown or unspecified risks']
3832,"['Technical risk', 'Health and safety risk', 'Inadequate assessment of system risk', 'Organizational risk', 'Operational risk', 'Environmental risk']"
3833,"['Fire risk', 'fire risk']"
3834,"['Coastal hazard risk', 'Flood risk', 'Wind exceedance risk']"
3835,['Inadequate understanding and prediction of seismic risks']
3837,"['Risk assessment model risk', 'Uncertainty risk', 'Data collection and analysis risk', 'Operational risk', 'Implementation risk', 'Expert opinion risk', 'Damage to bridges due to various risks']"
3839,"['Entrepreneurial risk', 'Political risk']"
3843,"['Lack of understanding of contract change risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Compliance risk']"
3844,['collapse risk']
3846,['Safety risk']
3848,"['Seismic risk', 'Geological risk', 'Structural risk', 'Natural disaster risk', 'High level of risk', 'Environmental risk']"
3849,"['Risk of failure to manage risk', 'Operational risk']"
3850,"['Financial risk', 'Time risk', 'Construction risk']"
3851,"['Supply chain operational risks', 'Financial market risks']"
3853,['Dam failure risk']
3854,['Increasing flood risk']
3855,"['Growing population risk', 'Governance risk', 'Sea level rise risk', 'Climate change risk', 'Extreme weather events risk', 'Economic risk', 'Environmental risk', 'Land use change risk', 'Social risk', 'Flood risk']"
3856,"['cycle risk', 'Geological risk', 'Uncertainty risk', 'Geotechnical risk']"
3857,"['Economic risk', 'Geological risk', 'Social risk', 'Environmental risk']"
3861,"['Security of cut slope risks', 'Landform and physiognomy risks', 'Slope engineering risks', 'Uncertainty factors risks', 'Complex geological environment risks']"
3864,"['Duration risk', 'Safety risks', 'Unknown risks', 'Health risks']"
3865,"['Inconsistency risk', 'Inaccuracy risk', 'Data quality risk']"
3866,"['Safety risk', 'Unquantifiable risk', 'Construction risk', 'Control risk', 'Subjective risk']"
3867,"['Infrastructure risk', 'Community risk', 'Human activity risk', 'Geological risk', 'Natural disaster risk', 'Environmental risk']"
3868,"['Geological risk', 'Seismic risk']"
3870,"['Technical risk', 'Economic risk', 'Reputation risk', 'Regulatory risk', 'Social risk', 'Environmental risk']"
3871,"['Carcinogenic risk', 'Health risk', 'Accident risk', 'Environmental risk']"
3874,"['Financial risk', 'Safety risk', 'Operational risk', 'Reputation risk', 'Regulatory risk', 'Underestimated safety risk']"
3875,"['Health risks', 'Workplace safety risks']"
3877,"['Earthquake risk', 'Foundation risk', 'Environmental risk', 'Structural risk']"
3879,"['Reputation risk', 'Financial risk', 'Safety risk', 'Operational risk']"
3883,"['Risk marginal benefit risk', 'Uncertainty risk', 'Extreme risk loss risk', 'Flood control risk']"
3885,"['Operational risk', 'Reputation risk', 'Flood risk', 'Regulatory risk', 'Environmental risk']"
3886,['Health risk']
3888,['Safety risks']
3890,"['related risks', 'Seismic risks']"
3892,"['Economic risk', 'Health risk', 'Social risk', 'Environmental risk']"
3894,"['Flood disaster risk', 'flood disaster risk']"
3895,['Security risks']
3896,"['engineering risk', 'structural components risk', 'Seismic hazard risk', 'Earthquake risk', 'geological risk']"
3898,"['Financial risk', 'Fall risk', 'Safety risk', 'Cost escalation risk', 'Flood risk', 'Environmental risk']"
3899,"['Landslide risk', 'Geotechnical risk', 'Debris flow risk']"
3901,"['environmental and social risks', 'Financial risk', 'human safety risks', 'Human safety risk', 'Social risk', 'Environmental risk']"
3904,"['Flood risks', 'Fire risks', 'Vehicle design risks', 'Seismic risk']"
3905,"['Mental load risks', 'Perceived risk', 'Increasing flood risks', 'Safety risks', 'Governance risks', 'Time pressure risks']"
3908,"['Soil quality criteria risk', 'Schedule risk', 'Leakage risk']"
3909,"['Nonstructural component risk', 'Seismic risk', 'Structural risk', 'Life safety risk']"
3910,"['Hazardous materials risks', 'Population risks', 'Network risks', 'Superimposed risks', 'Transportation risks', 'Chemical reaction risks', 'Interactions between different types of hazmat risks', 'Inventory risks', 'Road closure policy risks']"
3911,"['Inadequate communication of contaminated land risk', 'Reputation risk', 'Operational risk', 'Increased public concern about human health risk', 'Regulatory risk', 'Health risk', 'Environmental risk']"
3913,['Price risk']
3915,"['insolvency risks', 'Concessionaire risks', 'Currency risks', 'Construction industry risks', 'Fluctuation of inflation rate risks', 'Occupational safety and health risks', 'Financial risks', 'Design changes risks']"
3917,"['Limited control over construction risks', 'specific risk', 'Operational risk']"
3918,"['Reputation risk', 'Financial risk', 'Environmental risk', 'Operational risk']"
3920,"['Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
3921,"['Uncertainty risk', 'Variability risk', 'Unknown impact of bioremediation on risk', 'Health risk', 'Environmental risk']"
3922,"['Water demand risk', 'related risk', 'Irrigation water risk', 'Agricultural risk', 'Environmental risk']"
3926,['risk']
3929,"['value risk', 'Water absorption coefficient risk', 'Brick type and masonry structure risk', 'driven rain load risks', 'Brick type and masonry structure risks', 'Moisture damage risks', 'value risks', 'driven rain load risk']"
3932,"['Inadequate identification and assessment of risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
3933,['Unknown or unspecified risks']
3934,"['Technical risk', 'Health and safety risk', 'Inadequate assessment of system risk', 'Organizational risk', 'Operational risk', 'Environmental risk']"
